tweet_id,message,historical_response,intent,expected_action,expected_reason,human_groundedness,human_correctness,human_relevance,human_helpfulness,human_tone
225257,Do u realise dat its illegal &amp; wrong that you charge 150 fr morning dlvry &amp; then don't deliver?missed mom's birthday gift bc of u @115850,@169809 Sorry about the bad experience. Kindly get in touch with us here: https://t.co/sZNLdf1mfp and we’ll be glad to help you. ^NS,delivery_or_order,ESCALATE,"Message contains account, payment, or security-sensitive keywords that require human verification.",,,,,
283555,".@115821 
.@115850  To hell with you guys ! A no.1 thugs .a third grade shopping venture .",@183547 Could you please tell us if we've missed anything? ^HN,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
36572,@117086 Esse serviço de streaming de vcs tá baratíssimo hein. Pensando seriamente em assinar. Tem séries originais boas? Convençam-me!,"@123970 Olá Daniel, para ter mais informação sobre a assinatura, por favor acesse o seguinte link: https://t.co/wRMCMYTuig  ^AZ",other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
205772,"@AmazonHelp Ah I see. I'll get on my pc later and try it. Guys, yall so helpful. Top lads. Let's just hope my issue is sorted.",@164751 Feel free to let us know the outcome of the contact! ^GG,technical_issue,ESCALATE,Technical issues may require access to account or system context unavailable to the automated agent.,,,,,
205068,@AmazonHelp I admit a nice rep of yours just called me. She recommended I give up &amp; take the refund. That's NOT encouraging me to shop with you again,@164572 We'd like to take a further look into this. Please provide your order details and contact info here: https://t.co/srABrscmEK ^AG,payment_or_refund,ESCALATE,"Message contains account, payment, or security-sensitive keywords that require human verification.",,,,,
283519,"@AmazonHelp You just replied to my query not solved it, still no sign of my order.
very careless customer service. pathetic.",@183541 Please share your details in the link provided and we'll get back to you at the earliest. ^HA,delivery_or_order,AUTO,Clear delivery or order intent with sufficient historical evidence available for an automated reply.,,,,,
235169,@115850 How about surprising me with a firestick this deepawali ?,"@172004 Hi, why wait until Deepawali? When you can purchase it right now! Please check the link: https://t.co/6AGPOKtGoQ. :-) ^HN",other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
264742,@AmazonHelp マーケットプレイスの商品でもなく、通常配送を選択しているのですがコンビニ支払いは出来ないのでしょうか？因みに数日前までは同一商品においてコンビニ支払いが可能でした‥。,@179068 差し支えなければ、商品名や商品カタログのURLを教えていただけないでしょうか。　MH,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
139917,@AmazonHelp Bon ben voilà RIP petite manette en choco tu fus un régal &lt;3 Encore merci :D,@147566 J'espère que vous en avez bien profité 😊 ^FA,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
421909,@AmazonHelp E partiva dall'Italia,"@215505 Puoi verificare i tempi di consegna, al riepilogo dell'ordine, prima di confermarlo. ^ZC",other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
274774,@AmazonHelp Done again.... you shall get your system checked why the details did not got through the first time itself.,@181643 We've received your details and our teams will reach out to you soon with an update. You could check for latest correspondence sent to your registered email address through this link here https://t.co/91cv9ssEQD. ^VM,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
380708,@AmazonHelp Yes,@206304 Can you tell us a bit more about the issue w/o sharing personal or acc info? ^JJ,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
416420,@AmazonHelp It was USPS,@214326 Please use the following link to submit feedback and have us look into options: https://t.co/hApLpMlfHN ^DO,other_or_unclear,ESCALATE,Intent is unclear or message is in a non-English language; a human agent should respond.,,,,,
13142,"@AmazonHelp Submitted, for the third time for the same issue.",@118701 Thanks for submitting the details. We've received your details and we'll reach out to you soon. ^GK,technical_issue,ESCALATE,Technical issues may require access to account or system context unavailable to the automated agent.,,,,,
317244,@115850 i ordered a strontium 64 GB memory card and you delivered me transcend pen drive what's this happening https://t.co/MzURRN485e,@191710 I'm sorry you received an incorrect item. Please return the incorrect item either for a refund or 1/2 ^SH,payment_or_refund,ESCALATE,"Message contains account, payment, or security-sensitive keywords that require human verification.",,,,,
325424,"@AmazonHelp Have already done this, not allowing me to amend the delivery address though. We live in a new build!","@193517 When you spoke with us directly, did we offer any options? If so, what were they? ^GL",delivery_or_order,AUTO,Clear delivery or order intent with sufficient historical evidence available for an automated reply.,,,,,
